"Location_ID","X_Coord","Y_Coord","Latitude","Longitude","Coord_Units","Coord_System","UTM_Zone","Datum","Est_H_Error","Unit_ID","Loc_Type","Loc_Notes","Plot_Number","GRTS_Order","Panel","Directions","Rejected","Elevation","Aspect","Orientation","Change_Orientation","Physiographic_Class","Terrain_Position","USNVC_Formation","Created_By","Created_Date","Updated_By","Updated_Date","Stand_Origin_Year"
"3ECB5300-0887-4EFB-BEE8-7FCC4FD3A3D1",260854,4242026,38.2944701,-77.73457005,"meters","UTM","18N","NAD83",3.20000004768372,"FRSP_CHWILD","VS","mixed hardwood and pine forest directly adjacent to road, sparse vaccinium understory","288",49,"4","park on your tour road, plot 30m from road",FALSE,NA,0,360,FALSE,21,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-28 11:03:11,"Robin  Fletcher",2018-09-11 16:55:59,NA
"3F96E8CC-FE54-4BCC-A047-3DB09FEE5621",NA,NA,NA,NA,"Meters","UTM","17N","NAD83",NA,"BOWA","VS",NA,NA,8,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,2010-09-08 17:27:19,NA,2010-09-08 17:27:19,NA
"40836E45-8758-4387-8F83-FC48E420E85F",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"VAFO","VS",NA,"",3,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"41B1A148-31FB-42D4-BEF1-35FFEA1548A6",463831,4440058,40.11004899,-75.42440598,"meters","UTM","18N","NAD83",0,"VAFO","VS","Rubus pho and All pet ground cover, Mixed hardwood and white pine canopy. UR rebar in social trail.","040",7,"1","Park in parking lot by bike path. Plot is just off the bike path.",FALSE,NA,176,360,FALSE,22,NA,NA,"Johanna  Fickenscher",2011-07-28 17:08:31,"Camilla  Seirup",2015-07-23 08:09:57,NA
"41DB7D3D-64B6-4C01-B330-7B51EE2DBC87",612286,4108281,37.11413325,-79.73615676,"meters","UTM","17N","NAD83",3,"BOWA","VS","Changed orientation from 296 to 298 in 2013.","182",5,"3","Walk fenceline behind headquarters to plot.",FALSE,NA,116,298,FALSE,22,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2013-08-07 11:36:01,NA
"425D8F45-F259-4493-93AC-F4F7E1E976E6",309353,4408548,39.80554843,-77.22704761,"meters","UTM","18N","NAD83",1.70000004768372,"GETT","VS","Hickory and walnut canopy with spicebush understory.","252",58,"4","Park on Granite School House Rd.  Walk about 100m to plot. Large metal and concrete fence in plot.",FALSE,NA,0,360,FALSE,21,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-27 07:43:34,"Jesse S Wheeler",2014-07-30 13:06:08,NA
"42C1FB6C-251E-49CB-9548-7AED182E74F8",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"GETT","VS",NA,"",1,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"4349C245-0DA6-43ED-ADEF-7AA2CEBA2290",322097,4266316,38.52747328,-77.04089957,"meters","UTM","18N","NAD83",2.40000009536743,"THST","VS","Successional Tulip poplar. Stream bed/flood zone through center of plot. Dry in 2016","132",1,"2","Walk on field past cemetary continue on the gravel road through forest. Plot is just off the road on left.",FALSE,NA,0,360,FALSE,23,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Josh J Hamrick",2016-08-25 13:40:36,NA
"4442F6BF-C02E-4233-A9CE-60048F714286",481227,4214605,NA,NA,"meters","UTM","18N","NAD83",6,"ASIS","VS","Mixed forest of holly, sassafras, and pine. Green briar, vitis understory.","385",1129,"1","Easy access from green run campsite, 50m",FALSE,NA,105,61,TRUE,19,NA,NA,"Tandena  Wagner",2019-09-10 08:29:50,"Camilla  Seirup",2019-09-19 10:16:25,NA
"4509A881-1B82-4BBA-BEF0-41EB2DFDBA2A",259603,4243804,38.31014151,-77.74946424,"meters","UTM","18N","NAD83",2.40000009536743,"FRSP_CHWILD","VS","2014 - changed orientation to 173 from 169. Mixed hardwood with ferns in understory, stream through plot.","310",47,"4","Park at pinic area beware of Yogi Bear!!! Or Park on road, plot at ~75m from road.",FALSE,NA,349,173,FALSE,32,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-20 17:05:32,"Camilla  Seirup",2014-09-16 07:23:32,NA
"457D88BA-0DCB-474B-8D10-9CE5BAA52656",307348,4405807,39.78041899,-77.24964771,"meters","UTM","18N","NAD83",3.09999990463257,"GETT","VS","Tulip poplar / hickory overstory with dense spicebush and barberry understory.  Small stream running through plot - boots not necessary.. Reset BL, couldn<U+0092>t find. UL reset, was 1m off. 2014","256",57,"4","Park on West Confederate road, before Big Round Top.  Take horse trail in about 200m, then turn south for about 300m to plot.",FALSE,NA,0,360,FALSE,11,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-27 08:54:54,"Jesse S Wheeler",2014-07-30 08:09:20,NA
"46AA9A11-604E-4F7E-926B-B072828A1904",269856,4243306,38.30834747,-77.6321536,"meters","UTM","18N","NAD83",1.60000002384186,"FRSP_CHWILD","VS","Changed plot orientation from 234 to 237.  Successional Virginia Pine with oak and Nyssa canopy, heath understory.  Fairly open canopy with fallen pines.","223",27,"3","Park on side of River Rd., near Rt. 3, walk about 60m to plot. Old trench or sunken road runs through plot",FALSE,NA,54,237,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-08-21 08:42:16,NA
"4749021A-D54D-4706-9A1B-866165D2E092",289837,4122249,37.22308346,-77.36877773,"meters","UTM","18N","NAD83",NA,"PETE_EAST","Deer","Plot added to Panel 1 for 2015 - mjj. Open plot, lots of regen and gay bac.","6384",NA,"1","park on tour rd.",FALSE,NA,0,360,FALSE,21,NA,NA,"Mark  Johnson",2015-07-06 14:38:00,"Camilla  Seirup",2015-09-01 14:13:28,NA
"47C2309D-A5BF-4D57-8BA3-5EC66BD71A6F",300927,4143954,37.42101314,-77.24968956,"meters","UTM","18N","NAD83",2.29999995231628,"RICH","BN","Added '5' to beginning of plot number to denote Bonus Plot.  Changed plot orientation from 184 to 187 in 2013.","5250",NA,"3","Park on public road near trail head; Walk about 180 meters to plot.",FALSE,NA,69,187,FALSE,31,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-09-04 11:41:58,NA
"47E8798E-86FE-4E42-9498-86C04E56A9B4",290599,4122300,37.22371362,-77.36020565,"meters","UTM","18N","NAD83",NA,"PETE_EAST","VS","Plot orientation changed to 2 degrees from 360.","025",2,"1","Enter park headquarters and continue driving back along right hand paved road to park at an empty lot used for horse trailers. Less than 100m to plot",FALSE,NA,80,2,FALSE,22,NA,NA,"Johanna  Fickenscher",2011-08-22 11:02:38,"Tandena  Wagner",2019-08-13 17:38:55,NA
"489EAE81-FCCD-40E2-88ED-9EDB02114D69",301113,4144301,37.42417848,-77.24768255,"meters","UTM","18N","NAD83",0,"RICH","VS","Mic vim and fern ground cover, temperary stream at bottom of plot. Dry in 2015. Mixed hardwood canopy.","064",10,"1","Park past gate at agricultural field off Willis Church Rd. Walk around west side of field and then cut into forest at 90m from plot.",FALSE,NA,270,9,FALSE,23,NA,NA,"Johanna  Fickenscher",2011-10-04 13:19:01,"Camilla  Seirup",2015-08-24 10:01:16,NA
"4920E1E5-059B-4BE2-96D8-624D45657D9E",271853,4233054,38.21655742,-77.60603417,"meters","UTM","18N","NAD83",4,"FRSP_SPOT","VS",NA,"121",12,"2",NA,FALSE,NA,25,205,FALSE,12,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Evan K Heck",2012-09-24 10:48:38,NA
"4960B5A5-0337-42E8-AC1E-860D5CBBC0C2",330871,4229299,38.19576516,-76.93141595,"meters","UTM","18N","NAD83",2,"GEWA","VS","Mixed hardwood, lots of herbacous cover. Edge forest: invasives and vines. Wet patch near plot,plot could be wet in a wet year. UL corner in 1.5m above ground in recent tip up. No rebar, will have to be reset when tip up mound disintergrates.","295",6,"4","Walk down path towards cemetary.  Plot approximately 75m left of cemetary.",FALSE,NA,0,358,FALSE,39,NA,NA,"{0D8B7E81-2C6D-4367-80EF-114BED1D8371}",2010-09-09 11:09:26,"mary  short",2014-08-25 11:29:27,NA
"49CFCCB6-CB56-477F-9707-2DE877E10DB8",267597,4113296,37.13718682,-77.61643184,"meters","UTM","18N","NAD83",0,"PETE_FIVE","VS","Vaccinium groundcover, Mostly oak canopy.","067",3,"1","Park at VC. Cross road and bushwack 200m to plot. Map shows a trail close to plot but not very good parking at elusive trailhead.",FALSE,NA,0,8,FALSE,21,NA,NA,"Jim A Comiskey",2011-09-07 15:46:22,"Camilla  Seirup",2015-08-31 13:40:17,NA
"4AA1657A-6B92-4FD1-8ADA-2BC719AEE1CF",266600,4114053,37.14375517,-77.62788144,"meters","UTM","18N","NAD83",0,"PETE_FIVE","VS","Orientation changed to 5.","066",4,"1",NA,FALSE,NA,8,5,FALSE,22,NA,NA,"Caitlin  White",2011-08-17 14:23:14,"Josh J Hamrick",2015-08-31 09:54:33,NA
"4AB15C34-F346-4159-A87C-631E5390835F",696550,4140410,37.38963129,-78.77974529,"meters","UTM","17N","NAD83",NA,"APCO","VS","White oak forest with moderate sapling regen and little understory.  Some oak seedlings.","004",1,"1","Park on Rt. 701/ Anderson Mill Road near the powerlines.  Hike about 200m southwest to plot along trail/ service road",FALSE,NA,117,360,FALSE,22,NA,NA,"Johanna  Fickenscher",2011-09-06 07:27:49,"Sam A Bietsch",2019-07-31 10:07:27,NA
"4B03352C-60BE-400F-ABB3-F1226659256C",NA,NA,NA,NA,"meters","UTM","18N","NAD83",NA,"RICH","VS",NA,NA,17,NA,NA,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"4BD07BEA-AC32-4222-8E55-70149F4871E9",435101,4450796,40.20505927,-75.76258244,"meters","UTM","18N","NAD83",2.59999990463257,"HOFU","VS","2018 VAFO REGEN: In wet years, be prepared for water and mud that could top wellies in some places. There is quite a bit of standing water on this plot this year, including a stream, which might be temporary. The canopy seems to be thinning here with little/no regeneration- may become disqualified as forest in the near future.","166",11,"3","Park at road and walk-in to plot about 50 m from fence. Wet walk through a wetland complex.",FALSE,NA,0,347,FALSE,31,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2018-11-13 11:30:17,NA
"4BFCA0AD-DF5D-4287-9983-F01A17D970FF",364596,4118542,37.20353627,-76.52583034,"meters","UTM","18N","NAD83",3.79999995231628,"COLO_YORK","VS","Pinus taeda canopy with red maple coming in. sparse understory. Not as open as crown closure indicates, subcanopy provides shade. Center tag #12810","353",32,"2","Park on Battlefield tour rd. walk north about 100m.",FALSE,NA,0,3,FALSE,21,NA,NA,"Jesse S Wheeler",2012-08-21 13:17:12,"Camilla  Seirup",2016-08-11 10:11:24,NA
"4D0124AD-A806-4D65-B599-AE9987EC802C",460351,4437547,40.08726969,-75.46508493,"meters","UTM","18N","NAD83",2.40000009536743,"VAFO","VS","Oak and mixed harwood canopy. Sparse understory.","240",29,"4","Park at Lord Sterling's hq and bushwack across field and into forest. Follow stream north, crossing a trail that heads east. Keep hiking up on the right side of the stream until you see a trail up slope. Take trail to 50 m plot.",FALSE,NA,186,17,FALSE,12,NA,NA,"{353252D0-B835-48BC-A821-80E2FA5A55C5}",2010-09-02 13:33:48,"Camilla  Seirup",2018-07-24 12:59:43,NA
"4D2CAF10-B9B7-41F4-9785-0A0582679CD7",266350,4114052,37.14368374,-77.63069321,"meters","UTM","18N","NAD83",1.60000002384186,"PETE_FIVE","VS","Plot center is about 5 m from trail edge. UL micro stake was spray painted green. Pinus taeda canopy with Lir tul/oak in midstory. Clethra understory. Changed orientation from 360 to 359.","305",20,"4","drive to end of path dirt road follow yellow marked trail ~100m",FALSE,NA,0,359,FALSE,23,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-23 16:47:21,"Camilla  Seirup",2014-09-10 09:24:02,NA
"4D99D4A0-5FC4-488E-B594-0DEDC9079BB1",307854,4413548,39.85022681,-77.24601175,"meters","UTM","18N","NAD83",2.20000004768372,"GETT","VS","patches of vac. Stam. And dead rosa in understory","254",56,"4","Park on Border of park on Ridgewood Rd.; hike about 60m to plot at bearing of ~195 degrees",FALSE,NA,238,58,FALSE,21,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 07:50:31,"Jesse S Wheeler",2014-07-29 08:10:26,NA
"4DDFE2A4-51CB-474B-BB74-F5C152E58844",309583,4408560,39.805708,-77.22436625,"meters","UTM","18N","NAD83",0,"GETT","VS","Tulip poplar / maple forest with Lindera mid-story, and some Berberis and Microstegeum groundcover.","029",8,"1","Park on Granite Schoolhouse road, then walk about 100m north to plot.",FALSE,NA,90,360,FALSE,21,NA,NA,"Thomas  Faust",2011-08-04 14:00:29,"Jesse S Wheeler",2015-07-28 07:41:16,NA
"4EBF762B-1E58-4ABB-AA59-6D4E2E4EBE4B",268341,4243814,38.3125309,-77.64963008,"meters","UTM","18N","NAD83",0,"FRSP_CHWILD","VS","changed orientation from 360 to 7 degrees. KMO 2015 Fairly open canopy, mostly oak.","044",4,"1","Mosey on down across the C-ville VC parking lot, then shuffle 30 meters from the road to the plot. DBM 2019",FALSE,NA,0,7,FALSE,21,NA,NA,"Jesse S Wheeler",2011-09-08 16:56:18,"Devon R Brock-Montgomery",2019-08-27 16:42:30,NA
"4EDF48ED-AD89-4D66-9442-98F0EC0AA21C",365589,4118048,37.19922844,-76.51455511,"meters","UTM","18N","NAD83",5,"COLO_YORK","VS","White oak canopy, ilex sub canopy, sparse groundcover.","377",59,"4","Park on tour rd, walk in about 350 m. Do not walk old road/trail east of plot unless a very dry year: it is normally very wet and very buggy. The straight bushwhack is easy walking. Plot center marked with tag # 14758.",FALSE,NA,0,360,FALSE,26,NA,NA,"Camilla  Seirup",2014-08-13 08:28:19,"Camilla  Seirup",2014-08-13 08:39:00,NA
"4F68EC57-E754-4D16-990E-BA428E4E2156",272857,4232555,38.21231874,-77.59441713,"meters","UTM","18N","NAD83",4.09999990463257,"FRSP_SPOT","VS","Oak/hickory/beech canopy. Sparse understory.","224",14,"3","Park on curve near sign; Plot 450 meters in. A lot of CWD between road and plot. Easier walking if you stay northwest of the direct line and curve back to plot.",FALSE,NA,174,331,FALSE,12,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Dave A Reynolds",2017-08-22 08:32:18,NA
"4F8BBAAA-7187-491F-8A26-951A9EC616E7",290352,4122298,37.22364011,-77.36298692,"meters","UTM","18N","NAD83",2.29999995231628,"PETE_EAST","VS","Loblolly/mixed hardwood with sparse understory.","313",32,"4","About 100m from trail road @ 84 deg.",FALSE,NA,298,118,FALSE,21,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-24 09:30:25,"Camilla  Seirup",2014-09-16 15:06:38,NA
"50546770-9B70-422C-82F0-24A26CB68BD6",612798,4108062,37.11209805,-79.73042815,"meters","UTM","17N","NAD83",3.90000009536743,"BOWA","VS","Club moss in understory.","095",4,"2","Drive through field then bushwack 100m.",FALSE,NA,180,360,FALSE,12,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Camilla  Seirup",2016-08-09 13:14:14,NA
"50E499E9-A6B0-418E-84B6-E4DF288224B6",435593,4451039,40.20728632,-75.75682612,"meters","UTM","18N","NAD83",3.5,"HOFU","VS","Hardwood canopy, with dense ground cover of ferns, rubus, and vaccinium.","084",8,"2","Park on Hopewell Rd in pull out behind NPS sign. Bushwack 250m to plot. Going is a bit dense until you cross the powerline cut, then opens up.",FALSE,NA,305,125,FALSE,12,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2016-07-27 08:15:40,NA
"544310FE-9C2B-496C-AA29-49976BE5920A",434359,4451310,40.20963196,-75.77135291,"meters","UTM","18N","NAD83",4.09999990463257,"HOFU","VS","Tulip poplar stand near road behind maintenance. Large debris pile covering UC and UR since 2016 visit. Looks like it was bulldozed into the plot.","083",7,"2","Just off dirt road behind maintenance.",FALSE,NA,50,10,FALSE,21,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Camilla  Seirup",2016-07-27 13:29:50,NA
"5480F917-ACE6-46CD-A013-CD8BE00A2F23",268850,4243047,38.30575707,-77.64356322,"meters","UTM","18N","NAD83",1.70000004768372,"FRSP_CHWILD","VS","Oak and remnants of pine plantation. Sparse understory.","225",32,"3","Park at end of Berry Paxton Rd. Hike in 100m to plot.",FALSE,NA,184,331,FALSE,12,NA,NA,"Camilla  Seirup",2012-06-13 16:20:05,"Camilla  Seirup",2013-08-20 08:38:41,NA
"567936CC-1EB7-402E-A9AE-BF91B0ECD394",365597,4117799,37.19698586,-76.51442016,"meters","UTM","18N","NAD83",3.20000004768372,"COLO_YORK","VS","Center Tag #12348, Pinus taeda canopy, Ilex subcanopy.","334",3,"1","Park on Surrender Field Rd. Walk in  along forest rd and then bushwack to plot.",FALSE,NA,192,6,FALSE,22,NA,NA,"Thomas  Faust",2011-10-03 15:26:32,"Camilla  Seirup",2015-08-10 11:31:39,NA
"56816B7E-89E5-4793-A6A8-5CB3F63C1E5C",267350,4114552,37.14843541,-77.61960022,"meters","UTM","18N","NAD83",0,"PETE_FIVE","VS","Plot orientation changed to 7 from 360.","069",6,"1","Park at #2 parkiing lot and walk along the road until you find trail head.  Follow stewart trail",FALSE,NA,330,7,FALSE,22,NA,NA,"Thomas  Faust",2011-09-06 10:29:49,"Josh J Hamrick",2015-09-03 11:24:09,NA
"5695B019-792B-4727-BAC1-135E9CD4F525",308610,4407043,39.79183169,-77.23528185,"meters","UTM","18N","NAD83",2.59999990463257,"GETT","VS","Thick spicebush with recent canopy gap for most of plot (2013).","169",39,"3","Park in public parking area perpendicular to plot",FALSE,NA,102,278,FALSE,22,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-07-30 11:34:00,NA
"5758196F-1C97-4EB1-998F-109E9D55BDC4",259350,4243545,38.30774215,-77.75226658,"meters","UTM","18N","NAD83",2.40000009536743,"FRSP_CHWILD","VS","Virginia pine with mixed hardwood coming in. Lycopodium groundcover. Changed orientation from 206 to 212.","289",42,"4","100m from unpaved road at 120-ish degrees",FALSE,NA,26,212,FALSE,23,NA,NA,"{1E30DBBB-8860-48D4-95EC-A8F90A7ED26B}",2010-09-27 13:51:15,"Camilla  Seirup",2014-09-15 12:17:07,NA
"57EA941C-587A-42A1-9323-2DBEFD43E0D7",270369,4232806,38.21394723,-77.62288877,"meters","UTM","18N","NAD83",2.70000004768372,"FRSP_SPOT","VS","mixed hardwood with ilex and laurel midstory and sparse understory; changed orientation from 123 to 134;","222",21,"3","Plot center moved 20 meters East due to a property boundary line; park on Hancock and walk 200m to plot",FALSE,NA,356,134,FALSE,22,NA,NA,"Mary  Short",2012-06-13 16:20:05,"Mary  Short",2013-08-26 14:43:18,NA
"57FC2D9D-F109-4EB3-ACE9-38097E044829",694850,4139554,NA,NA,"meters","UTM","17N","NAD83",4.09999990463257,"APCO","VS",NA,NA,23,NA,"DATE: 08/11/2009
Plot center adjacent to house and an open field.

Reason for Exclusion:
1.) Plot Habbitat:site managed as an open field",TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"585F90EB-A56E-46ED-8352-9B05C3511813",NA,NA,NA,NA,"meters","UTM","17N","NAD83",NA,"APCO","VS",NA,"",7,NA,NA,TRUE,NA,NA,360,FALSE,NA,NA,NA,NA,2012-06-13 16:20:05,NA,2012-06-13 16:20:05,NA
"5936EF7A-CA37-4C9C-8DEB-757A2C01F53E",696368,4139390,37.38048265,-78.78207054,"meters","UTM","17N","NAD83",2.5,"APCO","VS","Plot within about 50m from boundary.","263",27,"4","Drove on trail, parked at fork near wooden gate.  Walked east about 170 m to plot",FALSE,NA,305,125,FALSE,23,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-27 10:41:56,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2010-09-27 10:42:13,NA
"5A0DF92B-0591-4093-ABFD-C4F5BD96AD90",694595,4139528,37.38209945,-78.80204632,"meters","UTM","17N","NAD83",2.29999995231628,"APCO","VS","Fairly open understory with lots of White Snakeroot (Herbs) and stiltgrass. Plot center located in pit near large Juglans.","177",17,"3","Park by govnment housing.

NEL/AMV/ELG returned to plot on 8/11/09 to finnish Quads, microplots, and CWD",FALSE,NA,141,151,FALSE,29,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Jesse S Wheeler",2013-08-06 11:12:15,NA
"5A1608AF-E14C-4D7B-85D7-DC4086A71B59",344604,4118570,37.20049228,-76.75107159,"meters","UTM","18N","NAD83",NA,"COLO_JAMES","VS","Center tag #12328. Pinus taeda canopy, smilax and morella in understory but mostly open. 2019 - took new GPS coordinates. Old coordinates E 344600, N 4118550","340",3,"1","Park on tour rd, plot is just off the road.",FALSE,NA,0,5,FALSE,19,NA,NA,"Thomas  Faust",2011-10-06 08:27:17,"Camilla  Seirup",2019-08-08 08:24:31,NA
"5A2C7094-E675-48EF-AC31-475A0DBC5D0C",301112,4144792,37.42860062,-77.24782612,"meters","UTM","18N","NAD83",3.09999990463257,"RICH","VS","Tulip poplar/sweetgum canopy with little understory.  Changed plot orientation from 106 to 102 deg. In 2013.","226",25,"3","Park at field; Hike propertry line unitl an old road (waypoint: Road-226); veer off road when perpendicular to plot.  Hike about 300m to plot. Or park at entrance to field on Willis Church rd and hike perimeter (go around the righthand side) before cutting into forest to plot. Total hike: an easy 750m.",FALSE,NA,244,102,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Camilla  Seirup",2017-08-30 10:05:39,NA
"5A9ED32F-413D-4758-952A-B7168F14BD1C",331853,4228546,38.1891664,-76.9200294,"meters","UTM","18N","NAD83",1.39999997615814,"GEWA","VS","loblolly and mixed hardwood; large downed virginia pine in plot; trail directly adjacent to plot; BR stake under large CWD; no white stake at UL, only rebar due to proximity to trail","294",5,"4","From paved road walk south 50m plot adjacent to trail near marsh",FALSE,NA,120,246,FALSE,29,NA,NA,"{0D8B7E81-2C6D-4367-80EF-114BED1D8371}",2010-09-09 08:14:04,"mary  short",2014-08-25 08:57:53,NA
"5B0759FF-FDAD-455B-BCB0-72A6CBE61EE2",271349,4232798,38.2141247,-77.61170321,"meters","UTM","18N","NAD83",3,"FRSP_SPOT","VS","Very open understory. Jun vir/lir tul with lots of liq sty seedlings. Edge forest.","118",11,"2","Plot right behind park housing, at edge of backyard.",FALSE,NA,40,220,FALSE,12,NA,NA,"Jesse S Wheeler",2012-06-13 16:20:05,"Camilla  Seirup",2016-08-23 07:48:56,NA
"5B1CFC52-C393-469F-AD9E-FDCFB894C235",460575,4438543,40.09625353,-75.46251822,"meters","UTM","18N","NAD83",0,"VAFO","VS","Tulip poplar and beech overstory with little understory.","036",6,"1","Take the river trail from the north about 250m, then plotis located on scree slope about 3om west.",FALSE,NA,40,360,FALSE,22,NA,NA,"Johanna  Fickenscher",2011-08-04 15:15:27,"Jesse S Wheeler",2015-07-22 08:36:51,NA
"5B49023F-B6AD-40C3-A66D-94B3F93B09C7",365085,4119560,37.21278023,-76.52050578,"meters","UTM","18N","NAD83",4.80000019073486,"COLO_YORK","VS","Mixed hardwood canopy, paw paw understory. Not much ground cover.","371",63,"4","Park at end of field and walk edge. Small stream crossing to get to plot. Plot tag # 14701, 371 sharpie'd on back.",FALSE,NA,0,360,FALSE,26,NA,NA,"Camilla  Seirup",2014-08-11 08:45:37,"Camilla  Seirup",2014-08-11 09:04:01,NA
"5C2D7336-CDE8-449F-ADC3-948AC27A294F",271598,4233300,38.21870753,-77.60902329,"meters","UTM","18N","NAD83",0,"FRSP_SPOT","VS","Giant hornets nest in ur microplot.  Bee careful!","057",7,"1","Head straight into the forest from the visitors center parking lot. Pinus virginia transitioning to mixed hardwood. Lots of Coarse woody debris.",FALSE,NA,260,7,FALSE,22,NA,NA,"Johanna  Fickenscher",2011-10-04 10:52:50,"Tandena  Wagner",2019-08-20 11:18:33,NA
"5CEDC941-401E-4EDD-8BE1-5D46D3B5E0B8",268850,4244550,38.31928828,-77.64405485,"meters","UTM","18N","NAD83",0,"FRSP_CHWILD","VS",NA,"047",8,"1",NA,FALSE,NA,356,5,FALSE,21,NA,NA,"Thomas  Faust",2011-09-09 10:21:27,"Josh J Hamrick",2015-08-26 08:22:18,NA
"5DFFFA8A-ECC4-40CA-8240-AD775DB62D33",332600,4229300,38.19609726,-76.91168158,"meters","UTM","18N","NAD83",1.39999997615814,"GEWA","VS","Coordinates changed in 2015 to correct location. Old loblolly pine plantation/juniperus virginia. Sparse ground cover. Chiggers can be bad, take appropriate precautions. Changed orienation to 5 from 360.","320",9,"1","Turn onto Foxwood Road and follow along into the eastern section of the park. Park in the pullout before the duckweed pond about 120m before the plot, then walk down road to plot, which is only about 30 m from the road.",FALSE,NA,180,5,FALSE,21,NA,NA,"Johanna  Fickenscher",2011-09-29 07:45:16,"Devon R Brock-Montgomery",2019-08-29 11:41:58,NA
"5E657C02-6351-4672-BFB1-6442B7776C21",301562,4143298,37.41524094,-77.24234231,"meters","UTM","18N","NAD83",NA,"RICH","Deer","Added '6' to beginning of plot number to denote Deer Exclosure Plot; GPS Coordinates added 2015","6323",NA,"4","Hike east along field edge to plot. Plot oriented North to UC. UC stake set 5m west of NE fence corner. 
Re-established plot center based on UC and UL micro.",FALSE,NA,20,360,FALSE,23,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-28 15:33:58,"Camilla  Seirup",2014-08-28 12:01:35,NA
"6081480E-69E5-4B0F-A172-1B1DD2C86C79",291100,4123801,37.23734467,-77.35498376,"meters","UTM","18N","NAD83",NA,"PETE_EAST","VS","Plot orientation changed from 360 to 5 degrees.","026",8,"1",NA,FALSE,NA,270,5,FALSE,21,NA,NA,"Jesse S Wheeler",2011-09-07 11:50:00,"Josh J Hamrick",2015-09-01 11:00:48,NA
"610B0DDF-898E-447C-BF7D-61B3F7D653EC",266850,4114795,37.15049902,-77.62530045,"meters","UTM","18N","NAD83",2.70000004768372,"PETE_FIVE","VS","Pine plantation with mixed hardwood growing in below and vaccinium understory","194",18,"3","Park at the parking lot on Courthouse Rd (auto tour stop #4) then walk north along road 100m to trail on left. Take trail and turn right on Pine Rock trail, follow that to plot.",FALSE,NA,1,178,FALSE,12,NA,NA,"Emilie  Schuler",2012-06-13 16:20:05,"Emilie  Schuler",2013-09-11 20:16:08,NA
"6111F006-D00C-45E5-8C3C-F930730A37AC",283849,4239061,38.27360656,-77.47096082,"meters","UTM","18N","NAD83",3.29999995231628,"FRSP_FRED","VS",NA,"115",13,"2",NA,FALSE,NA,142,322,FALSE,12,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Evan K Heck",2012-09-05 09:02:48,NA
"614F909D-68F7-4EE2-A620-544156F05A61",291340,4122552,37.22614936,-77.35193062,"meters","UTM","18N","NAD83",2.20000004768372,"PETE_EAST","VS",NA,"136",11,"2","Park at resource management office.",FALSE,NA,0,360,FALSE,21,NA,NA,"Evan K Heck",2012-06-13 16:20:05,"Evan K Heck",2012-09-10 11:46:13,NA
