"Quadrat_Character_Data_ID","Event_ID","Quadrat_ID","A2","A5","A8","AA","B2","B5","B8","BB","C2","C5","C8","CC","UC","UL","ML","BL","BC","BR","MR","UR","UP3","UP7","UP11","BR3","BR7","BR11","BL3","BL7","BL11","Created_By","Created_Date","Updated_By","Updated_Date"
"4CF007BA-BEC9-408A-8C2C-63ECCD20FDF2","9034666E-4855-4365-8AA0-2C1607799C43",7,1,1,0,0,1,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-11 09:00:57,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-08-11 10:14:21
"4CF5468F-2A7A-4AD7-9FE7-4E83C498DC66","4BED64EA-C24C-401D-98C9-2971247337A6",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-13 10:11:44,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-08-13 16:24:53
"4D0540D6-3855-4D60-82F1-DF857EE62843","29E2AA14-78A6-4EC1-BCEC-D32E5C9105E6",4,3,1,0,0,0,0,0,3,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4D08D0F0-2AB1-4A51-ABBC-0ABCA781F418","6B1CB57B-96D4-4C4B-A536-66A15CC9EF78",3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-03 13:30:13,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-10-03 14:15:35
"4D180874-46DD-4DF4-B997-250E67370183","59B36CA8-FF11-45DB-8D0F-F43DDA879A0E",8,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-16 07:55:47,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-16 09:08:39
"4D1B5E23-801F-4D89-BD4A-93F690F50270","F3EF1B7C-C4CC-49CA-8297-FF4DEAEF810C",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-12 09:12:19,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-08-12 11:27:58
"4D203B2A-F39A-46F5-930E-5361FCADF71F","4AA46FDD-BAF9-42D9-B50D-C921BBB64F4A",2,1,2,1,1,1,1,1,2,1,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-04 14:25:31,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-04 15:46:12
"4D2474A7-B89B-48E6-9C98-A74E022DB272","023B07B0-BF6C-4A18-A698-CADD1F748AE2",4,1,0,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-04 18:13:36,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-04 18:38:26
"4D291BAA-59E6-4114-8A3A-DC600AC106C4","EA2BFC95-C96F-4697-93E4-03483D6E121B",9,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-12 10:04:32,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-08-12 11:39:26
"4D322B56-7364-4C0B-BE62-8DD93E88916D","1B3E6A0B-BB0B-42C6-B867-13B3B9620E04",7,1,1,1,1,0,1,2,1,2,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-08-31 17:19:41,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-08-31 17:41:55
"4D343395-FA93-4B38-B2AD-890D21613623","781EE831-6E0F-4743-A181-76A54CE8A32E",8,0,0,1,1,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-11 07:33:44,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-09-13 10:07:28
"4D368C8F-D3AC-4C1A-8D5F-320A271CE715","0A113F57-5CDE-4561-844B-6091F56AA8FE",7,0,0,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4D36C166-81A2-4969-8CDE-C5E906648257","C3994A62-C697-4BD7-8265-FD17AEC2193C",5,3,3,0,0,1,2,5,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-20 08:02:58,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-08-20 08:55:37
"4D3A87E0-BBCD-47D8-80F0-9B30D59AE554","FA391B2B-DF0C-4888-87F3-81C6CD49F3B1",7,2,6,3,3,5,2,1,1,1,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-02 07:53:06,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-02 10:33:40
"4D3BB2BD-9D6D-48BE-A4A6-39163AA6612D","4C09E9C8-D2D7-4532-A059-97CE0EBA4B79",9,3,0,2,0,2,0,0,3,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4D426C64-F57C-47C9-B367-BEABD225547B","DD4E9C17-0B23-4CF0-8310-10D930A04B96",2,8,2,6,3,2,0,0,1,7,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 09:02:12,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-10-04 09:25:31
"4D42FBA3-FC38-41B8-A08E-E4CE20FC851E","BF9588E8-E5C5-4EA4-9782-C8279B574277",8,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-09-14 10:53:36,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-09-14 12:02:07
"4D57E75A-1F44-4861-96BF-3AA8571C15E3","A33104F2-CC31-4BFA-8138-8637CBDAAF5B",3,1,2,0,0,0,0,0,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-07-24 12:54:17,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-07-24 14:28:31
"4D638651-9BAC-452F-AB8B-582D9647DBF4","608C5F1C-4170-4261-A991-D2EEFD4FD018",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4D64947D-DAA9-4F3C-8A94-7394780AA438","4129DAAF-BF9C-4633-9BC7-2C232C819357",8,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-24 08:39:29,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-08-24 10:03:17
"4D6FD36B-7135-42F9-80A8-FC67BF24E751","8A98C802-E0AE-4BC1-9F94-B678C50110F8",2,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 08:22:45,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-09-10 10:01:54
"4D7364EC-32EE-4169-9B90-7AF78A2BCD6E","C7452A1A-C011-4FBB-BB9F-465FDA0E0FFD",7,0,3,1,2,0,1,2,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-04 13:07:48,"{91C0C5E8-0D9E-47E1-AA22-FA5B2C407656}",2018-09-05 13:01:06
"4D747EF8-63C5-4C19-A4F9-06F206A64259","85B63AEA-9522-4A5E-8412-B8DF43B993BF",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-07-30 07:58:59,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-16 16:55:38
"4D7B8C13-61F3-4CFB-8D71-8052E57FB2AC","AA04CA6A-996A-40AB-928A-999648CC85DB",9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-23 08:47:14,"{263FEBBD-F5A4-4597-A31D-BD8BC90961D3}",2012-08-23 11:14:25
"4D8CF98D-CB6A-496E-A5F5-8B9589BD50B2","B31BE3BB-5950-4B28-88B1-4536B009B32D",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2015-08-04 12:59:21,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2015-08-04 14:04:56
"4D909518-F7D3-4976-8FEF-D4759A57F8AA","DC3D49F2-45D2-4F2C-947A-22B65F8CDF95",9,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-13 11:42:31,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-13 13:07:19
"4D9CEDBF-D229-4966-9612-E97BF8D67655","6C632D07-4E63-4B50-B278-A15FE0A1D6FE",7,2,3,2,1,2,1,1,1,2,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-08 09:07:19,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2011-08-30 15:53:45
"4DA3738B-8EF0-4BEC-92E6-A7DCCCCC068F","D8600E93-5CFB-4568-9CFE-3D51964C1DBE",2,1,1,2,2,2,2,1,0,1,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-04 09:19:30,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-09-12 17:13:18
"4DA42EC1-F320-4A91-AFA3-E34775DE9D64","C6E0333E-30E9-49B8-BAA5-D51C1F68AC30",5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4DA8886A-F32F-4679-BA0E-1231EB7B9054","FDDA4C8C-DCFB-4CAB-9262-96AAEDECFAFF",8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-07-26 12:58:13,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-07-26 14:20:36
"4DAA7A6E-0121-445A-A7CC-4D4970494840","93225D9A-94E0-4DFE-96B6-35C30BBF6882",7,1,0,1,0,1,0,0,0,1,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 08:29:16,"{3AFB956E-C1CB-4CA0-A978-7797985DECF9}",2012-08-30 09:36:12
"4DAB5A33-A1F7-474C-8917-2B1A2C66DCA7","9FB0E0EE-B3F0-432F-A5E3-BD5FF56AC678",5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4DAB61EB-5078-4E0D-BFD4-074716D86CB2","3E712520-81FC-4D2B-B25A-9FDBB08B32B3",8,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-04 12:17:50,"{85BD76BF-62E9-4003-9462-674AC570ABDD}",2019-09-04 13:13:34
"4DAC6561-9828-4E31-A48A-7366160C1EA8","0468C07C-6DC6-41EF-AD14-76423966AB11",7,0,0,1,0,0,2,0,2,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-22 10:57:36,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-22 11:44:59
"4DADBBF0-856D-43E0-9378-3E1A41B8A65C","B54B6593-82AD-4584-BAB2-1603088E17E6",5,0,0,0,0,0,1,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-08-12 09:08:10,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2013-08-12 10:52:14
"4DB3CF99-F37A-4BC7-91F2-250E8D1A2ADD","1993D8B1-0CA5-402A-B33B-DBB4FFFBDFFA",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4DB43B5F-22E2-4BCE-B3C0-2461F5F7F040","55736247-309E-4F47-9402-52BEE5E27D22",2,1,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-13 08:29:10,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-19 15:58:03
"4DB869B0-A266-43DB-9C8C-BEE0A61E2655","8C03DB9E-5017-48E7-83EC-99592C3A3C3F",3,0,0,2,1,4,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4DBAA55B-2025-4A1E-A803-E421DF106280","76F40B56-8619-492A-BDC2-D4611143614E",8,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-06 13:17:41,"{7CF1D8A0-4CB5-44EA-A457-1E82542FD34A}",2019-08-06 14:05:04
"4DBFD868-3488-4BD8-9592-67F773B5E49C","72977D23-627D-47CD-9DDD-E45FA9B2CEA0",5,0,2,0,3,0,6,0,4,2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 10:35:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2014-08-18 11:50:13
"4DF129E3-2DA0-49F0-AF1E-1A36A6D2342E","AD30E8E8-8821-414C-97C9-450ED7F401E5",8,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2019-08-26 15:51:22,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-03 17:27:46
"4E02A47B-26C8-4525-AE59-8D42FDB93EBE","D9684AC6-0E1C-4670-9163-9D29E9879054",6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-09 17:01:12,"{501A76CE-EBF1-4C9C-84CE-9054EF60994B}",2010-09-09 17:32:58
"4E1252C5-BE79-43CD-979F-C4A8135380FD","6F58F916-65B1-434B-92F3-7BCE5AA9DC03",7,0,0,1,1,1,2,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-01 08:35:31,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2016-09-01 09:30:28
"4E131808-ED4D-41F7-8AB1-B6541E07DDDC","0D1B22C8-EAC1-4EE1-B53A-4356EE082A14",7,1,3,2,1,1,1,1,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-02 10:24:38,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2015-09-02 13:55:47
"4E16FD3A-406A-444B-851B-C9B68C17BF2B","D12DB26D-E4E2-4D97-A8C8-195D5CBFE206",9,2,3,4,0,2,3,0,1,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-18 12:26:29,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2018-09-18 13:43:32
"4E274A32-511A-4281-9C1B-7EAEEF656CCD","A777B91C-7CE6-4D82-9FDF-128A0E3A54EE",7,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 14:21:06,"{FAFE6C5C-1246-4540-ACCD-D7F2CE7D1E3B}",2011-08-17 15:06:45
"4E568439-0A72-49F8-A992-0181AF62173D","B36D6109-8AC2-489E-A386-41D75795F979",4,1,0,0,2,2,0,0,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4E624CD3-3711-4EAA-898F-87CFA02F8133","AEF40FE4-E9CF-4131-A95E-A5104D2AE1AD",3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-07 08:51:35,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-09-07 10:07:30
"4E638C3B-AA81-41FA-A078-C92F54214FAA","3A81582D-F846-4D2F-AFD4-1E346574307C",2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-07 11:09:54,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-07 13:23:59
"4E6406FC-AC33-4C11-B004-02985E8598B6","E1832EC3-1354-4997-AE49-FB57A05BE689",3,2,1,0,0,1,0,0,2,1,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-07 13:01:18,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2012-08-28 17:06:24
"4E750B43-E9C7-445A-AF12-F98CDB76841C","B49D25C9-C411-4791-B0A0-B9825CBBCBF6",2,0,0,1,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{34D0B017-3F5F-466C-B8ED-98418E48F39F}",2016-08-11 08:21:20,"{7B6C4021-3131-495C-AECC-93D5C21C6923}",2016-08-11 09:32:10
"4E78EACB-29CC-4297-9933-78A3C7403323","0B3F1B70-365B-41F2-9A24-309C9BE3E3B6",6,0,0,0,0,0,1,6,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-24 12:48:03,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2013-07-24 14:57:07
"4E81E31D-CED7-4FA4-86A0-E0A21CB4ABFA","A096023B-09BC-4748-B1B9-5B563CC858C1",5,1,3,3,0,1,0,0,0,2,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{464BD871-FCE5-4167-A83A-1DF96985D384}",2018-08-27 10:42:22,"{AF963EC2-E166-4D3E-A508-81D49E604A92}",2018-09-13 12:47:42
"4E8E670C-BB81-4083-A3B7-8AA7FC2DB3EA","2D14DC2A-B7F2-433C-8E8A-EBE64B5D4E5D",9,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{2AA4EFF4-A80F-4408-8AF3-E3F11968C2A1}",2017-08-22 11:23:58,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-22 13:40:04
"4E90CD99-54D9-43DE-8D33-80D8AE01427D","A51B3788-FB19-4529-B794-BA2AD32CB7DF",5,0,0,0,0,4,0,0,0,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-10 10:30:27,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2015-09-10 11:28:51
"4E95399A-0204-48B8-AFE7-9ADE30B98DC1","E6EC3477-7476-4964-B243-9993E31A1C5F",2,1,1,1,1,1,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-07-27 07:52:47,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-08-15 16:55:00
"4E9B559C-EB2F-424E-9AA3-1022FB4BE868","77E02A99-1627-4294-A9BC-9C012208FC84",4,0,0,0,0,2,2,0,0,0,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-23 08:48:05,"{8330C84C-E3CB-45E0-99A3-133519C3A7AD}",2013-07-23 10:10:17
"4EA35F8A-49A1-49A1-BD80-FA0C0E1F73C4","509C631E-9C9C-43D5-9AA8-2A58F4CF0E4A",3,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{797D4AA4-8007-47B4-AA42-7C0E644D1031}",2017-08-02 10:52:30,"{6A5059AB-3541-4DA4-A764-3E55025F539C}",2017-09-06 08:08:09
"4EA7E0E4-E841-47F4-8DD0-23D0E1A17981","1EE17F28-5A55-44DF-89E5-41F0720E0DF5",7,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-12 08:14:48,"{A27B3D5E-02FF-4045-90AA-D36F564E01DC}",2019-09-17 09:59:07
"4EAFFE60-C1FF-4FF3-9C73-6E6380B569D5","29E2AA14-78A6-4EC1-BCEC-D32E5C9105E6",9,4,6,6,5,6,6,5,7,1,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-07-05 09:38:06,"7/5/2012 9:38:06 AM",2012-07-05 09:38:06
"4EB071B4-51B0-4A00-BB2E-89A30EE4F51C","B3758873-4FE1-42DF-B307-EDCE26D26A32",2,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-22 16:49:12,"{C00EB408-AAB3-4F31-9E83-10944135BE7F}",2011-09-27 15:43:25
"4EB702A0-EECD-4EE2-A825-A79841ABEC07","6AFE7725-6C40-44EF-9A18-17D8507F8D55",5,0,1,2,0,0,2,1,0,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-04 09:22:46,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-04 10:47:51
"4EBCEAAC-E53C-4A8F-B834-01FEB7F569D5","18B15978-52B0-4D54-9B8D-24B59E66BD9E",8,0,0,0,1,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-08-21 09:07:02,"{5A7BD13B-5DD4-4307-8E95-999816FF0DD4}",2014-09-17 09:39:46
"4EBDE569-6D05-4380-8F5E-2E5ABD8C7D13","FD70B986-EED5-4F45-8312-E8E6BA4200D1",9,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{1EA8CA40-0411-4E5B-BADF-EE64BE89F3B3}",2015-08-17 10:31:31,"{1EA8CA40-0411-4E5B-BADF-EE64BE89F3B3}",2015-09-18 09:47:36
